User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
CloudTrail,ASIAVBKOOK2A2VXNXPNK,2022-06-09T16:49:26Z,cloudtrail.amazonaws.com,StartLogging,us-east-1,AWS Internal,AWS Internal,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""}]",202bfb47-b2c1-4880-9afa-d530dac7f71f,97689eb4-4c5c-4c91-be50-39ee3da2a15a,false,AwsApiCall,346446255745,Management
CloudTrail,ASIAVBKOOK2A2VXNXPNK,2022-06-09T16:49:26Z,s3.amazonaws.com,PutBucketPublicAccessBlock,us-east-1,107.185.192.56,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.1030 Linux/5.4.190-118.353.amzn2int.x86_64 OpenJDK_64-Bit_Server_VM/25.322-b06 java/1.8.0_322 vendor/Oracle_Corporation cfg/retry-mode/standard]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-346446255745-9f0c0906""}]",SS51K3F2AQM0FFA7,9d63eef4-aae6-4537-8005-85f80f7da690,false,AwsApiCall,346446255745,Management
CloudTrail,ASIAVBKOOK2A2VXNXPNK,2022-06-09T16:49:26Z,s3.amazonaws.com,PutBucketPolicy,us-east-1,107.185.192.56,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.1030 Linux/5.4.190-118.353.amzn2int.x86_64 OpenJDK_64-Bit_Server_VM/25.322-b06 java/1.8.0_322 vendor/Oracle_Corporation cfg/retry-mode/standard]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-346446255745-9f0c0906""}]",RWXFXE6854XBVQBS,b99d09b5-9dc2-4df6-9a49-d50721cfb542,false,AwsApiCall,346446255745,Management
CloudTrail,ASIAVBKOOK2A2VXNXPNK,2022-06-09T16:49:26Z,cloudtrail.amazonaws.com,CreateTrail,us-east-1,AWS Internal,AWS Internal,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:us-east-1:346446255745:trail/Udacity_Trail""},{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-346446255745-9f0c0906""}]",8ff17de2-ad1a-4e9c-bb27-ec615a06daa0,fc481b13-51ec-417f-83a5-565f67f0e59a,false,AwsApiCall,346446255745,Management
CloudTrail,ASIAVBKOOK2A2VXNXPNK,2022-06-09T16:49:25Z,s3.amazonaws.com,CreateBucket,us-east-1,107.185.192.56,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.1030 Linux/5.4.190-118.353.amzn2int.x86_64 OpenJDK_64-Bit_Server_VM/25.322-b06 java/1.8.0_322 vendor/Oracle_Corporation cfg/retry-mode/standard]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-346446255745-9f0c0906""}]",RWX5382Q9PWPAR7Y,31c9aec1-d88d-47b1-8311-1dab2ae52ada,false,AwsApiCall,346446255745,Management
Accountant,ASIAVBKOOK2A267VWGU3,2022-06-09T16:46:24Z,billingconsole.amazonaws.com,GetTotal,us-east-1,107.185.192.56,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36",,[],,013de632-dbb6-41dc-8fae-24ec9a3d18f9,false,AwsConsoleAction,346446255745,Management
Accountant,ASIAVBKOOK2A267VWGU3,2022-06-09T16:46:24Z,billingconsole.amazonaws.com,GetTotal,us-east-1,107.185.192.56,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36",,[],,037d31cd-2d77-4fc5-ae17-5089b1fca30a,false,AwsConsoleAction,346446255745,Management
Accountant,ASIAVBKOOK2A267VWGU3,2022-06-09T16:46:24Z,billingconsole.amazonaws.com,GetTotal,us-east-1,107.185.192.56,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36",,[],,1cf05641-8a41-4bc2-ac58-1f65cb3695b5,false,AwsConsoleAction,346446255745,Management
Accountant,ASIAVBKOOK2A267VWGU3,2022-06-09T16:46:24Z,billingconsole.amazonaws.com,GetTotal,us-east-1,107.185.192.56,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36",,[],,1e644a3e-5f77-4cc9-9875-0dfabb7b5cf1,false,AwsConsoleAction,346446255745,Management
Accountant,ASIAVBKOOK2A267VWGU3,2022-06-09T16:46:24Z,billingconsole.amazonaws.com,GetTotal,us-east-1,107.185.192.56,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36",,[],,28ee33f9-d0a5-4583-a149-941146b87974,false,AwsConsoleAction,346446255745,Management
Accountant,ASIAVBKOOK2A267VWGU3,2022-06-09T16:46:24Z,billingconsole.amazonaws.com,GetTotal,us-east-1,107.185.192.56,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36",,[],,2dff2e68-650c-4ef0-b39c-75a13741add1,false,AwsConsoleAction,346446255745,Management
Accountant,ASIAVBKOOK2A267VWGU3,2022-06-09T16:46:24Z,billingconsole.amazonaws.com,GetTotal,us-east-1,107.185.192.56,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36",,[],,3ba5dfd8-f4d7-431d-b0be-f6225d413b96,false,AwsConsoleAction,346446255745,Management
Accountant,ASIAVBKOOK2A267VWGU3,2022-06-09T16:46:24Z,billingconsole.amazonaws.com,GetTotal,us-east-1,107.185.192.56,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36",,[],,4f8db947-006c-41b1-94da-323f0d890e35,false,AwsConsoleAction,346446255745,Management
Accountant,ASIAVBKOOK2A267VWGU3,2022-06-09T16:46:24Z,billingconsole.amazonaws.com,GetTotal,us-east-1,107.185.192.56,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36",,[],,6a354a74-2152-4b7a-8743-2b3279633e63,false,AwsConsoleAction,346446255745,Management
Accountant,ASIAVBKOOK2A267VWGU3,2022-06-09T16:46:24Z,billingconsole.amazonaws.com,GetTotal,us-east-1,107.185.192.56,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36",,[],,6d60f873-796b-4dac-8ee0-c8d070ed8492,false,AwsConsoleAction,346446255745,Management
Accountant,ASIAVBKOOK2A267VWGU3,2022-06-09T16:46:24Z,billingconsole.amazonaws.com,GetTotal,us-east-1,107.185.192.56,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36",,[],,8a476461-eef7-45b1-84cc-134bcf3c8cb9,false,AwsConsoleAction,346446255745,Management
Accountant,ASIAVBKOOK2A267VWGU3,2022-06-09T16:46:24Z,billingconsole.amazonaws.com,GetTotal,us-east-1,107.185.192.56,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36",,[],,a8d7b9e8-45af-4ac8-ac07-09fc661bf31c,false,AwsConsoleAction,346446255745,Management
Accountant,ASIAVBKOOK2A267VWGU3,2022-06-09T16:46:24Z,billingconsole.amazonaws.com,GetTotal,us-east-1,107.185.192.56,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36",,[],,b5789f9a-438d-4528-9666-14cc29189906,false,AwsConsoleAction,346446255745,Management
Accountant,ASIAVBKOOK2A267VWGU3,2022-06-09T16:46:24Z,billingconsole.amazonaws.com,GetTotal,us-east-1,107.185.192.56,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36",,[],,d842adc3-e3b1-49da-85d0-c25144f38cd8,false,AwsConsoleAction,346446255745,Management
Accountant,ASIAVBKOOK2A267VWGU3,2022-06-09T16:46:24Z,billingconsole.amazonaws.com,GetTotal,us-east-1,107.185.192.56,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36",,[],,de71cb26-f9ba-4788-8802-04a9bab40373,false,AwsConsoleAction,346446255745,Management
Accountant,ASIAVBKOOK2A267VWGU3,2022-06-09T16:46:24Z,billingconsole.amazonaws.com,GetTotal,us-east-1,107.185.192.56,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36",,[],,ff7bebdc-752d-43bf-9850-3fd1be495da7,false,AwsConsoleAction,346446255745,Management
Accountant,ASIAVBKOOK2AXZ4477V2,2022-06-09T16:46:06Z,iam.amazonaws.com,ChangePassword,us-east-1,AWS Internal,AWS Internal,,[],1ba87c9b-2f07-4b71-b1ff-dfd3e53cc628,4f037934-cd66-4a38-911a-223bfcf184a5,false,AwsApiCall,346446255745,Management
CloudTrail,ASIAVBKOOK2AQCVI2L6N,2022-06-09T16:42:46Z,iam.amazonaws.com,ChangePassword,us-east-1,AWS Internal,AWS Internal,,[],971d331b-2f25-480e-a613-6cbd81acba85,d94a5948-ed07-4e85-9026-c08d17d25f1a,false,AwsApiCall,346446255745,Management
root,ASIAVBKOOK2A35VRPRN2,2022-06-09T16:38:59Z,iam.amazonaws.com,AttachUserPolicy,us-east-1,AWS Internal,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/IAMUserChangePassword""}]",2389cc8f-a4c3-4881-ba28-411debdf452b,1a9ed4c6-c077-4336-81ef-0466f3a6748f,false,AwsApiCall,346446255745,Management
root,ASIAVBKOOK2A35VRPRN2,2022-06-09T16:38:59Z,iam.amazonaws.com,CreateLoginProfile,us-east-1,AWS Internal,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""}]",ab5f3fb6-a8cc-4ffb-8ae5-5978af525af8,22c62369-f37e-48d9-9fc3-13b7850a8a9d,false,AwsApiCall,346446255745,Management
root,ASIAVBKOOK2A35VRPRN2,2022-06-09T16:38:59Z,iam.amazonaws.com,AddUserToGroup,us-east-1,AWS Internal,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",cce577a2-4b5c-482d-b34d-e4f84fa3da00,c2c29162-9001-49ca-ade8-6a4a96a8262c,false,AwsApiCall,346446255745,Management
root,ASIAVBKOOK2A35VRPRN2,2022-06-09T16:38:58Z,iam.amazonaws.com,CreateUser,us-east-1,AWS Internal,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::346446255745:user/Accountant""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDAVBKOOK2AU5QK5JSEW""}]",15a76469-adc0-43c4-9dec-9c6f7c515ce3,eaa5d1f7-0ec0-4b14-be4a-68252022e982,false,AwsApiCall,346446255745,Management
root,ASIAVBKOOK2A35VRPRN2,2022-06-09T16:38:01Z,iam.amazonaws.com,CreateLoginProfile,us-east-1,AWS Internal,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""}]",1d2e6231-0158-4c83-a7e9-24171c4de21c,14047313-d569-4d8b-9b7e-887b1b23c801,false,AwsApiCall,346446255745,Management
root,ASIAVBKOOK2A35VRPRN2,2022-06-09T16:38:00Z,iam.amazonaws.com,AttachUserPolicy,us-east-1,AWS Internal,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/IAMUserChangePassword""}]",7ab0f8f0-b3c3-46c4-9eab-7a62d34d9dc3,3bf8988b-ff67-4ded-b439-f98da7fcb677,false,AwsApiCall,346446255745,Management
root,ASIAVBKOOK2A35VRPRN2,2022-06-09T16:38:00Z,iam.amazonaws.com,AddUserToGroup,us-east-1,AWS Internal,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",efaee18b-e3a0-4d02-a3a1-008938b4f97e,5c54c976-1cce-436f-bb3a-a367c41c491f,false,AwsApiCall,346446255745,Management
root,ASIAVBKOOK2A35VRPRN2,2022-06-09T16:38:00Z,iam.amazonaws.com,CreateUser,us-east-1,AWS Internal,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::346446255745:user/CloudTrail""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDAVBKOOK2A2HYEIEGCC""}]",e1fae91e-de93-4a5f-aa0f-0e4a96847709,d838fb15-e62c-49f0-8388-e4f8dd0dc91f,false,AwsApiCall,346446255745,Management
root,ASIAVBKOOK2AZXLFRFOG,2022-06-09T16:36:00Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,AWS Internal,AWS Internal,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/job-function/Billing""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",aafbf4db-761a-4177-801e-d65ed81fdc04,6989995e-8e44-43d2-a7d7-75c09a8b9ed5,false,AwsApiCall,346446255745,Management
root,ASIAVBKOOK2AZXLFRFOG,2022-06-09T16:36:00Z,iam.amazonaws.com,CreateGroup,us-east-1,AWS Internal,AWS Internal,,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::346446255745:group/Reviewers""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPAVBKOOK2AVWDHFWWNL""}]",b80ac3c4-d1ef-4b69-9f4c-9d7037821e11,833cebab-7ae3-467c-997f-78cd4013a09b,false,AwsApiCall,346446255745,Management
root,ASIAVBKOOK2A35VRPRN2,2022-06-09T16:34:44Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,AWS Internal,AWS Internal,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrailReadOnlyAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",1418db73-284f-4df2-97ca-eeb57de6e284,fbd460e7-0798-41b2-8fe1-b22df4e25b77,false,AwsApiCall,346446255745,Management
root,ASIAVBKOOK2A35VRPRN2,2022-06-09T16:31:08Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,AWS Internal,AWS Internal,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrail_FullAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",0a50bd0d-0e0a-4097-b417-7559c53c198f,4042f084-4ee4-4d2e-9801-6711adcdf7f9,false,AwsApiCall,346446255745,Management
root,ASIAVBKOOK2AZXLFRFOG,2022-06-09T16:28:26Z,iam.amazonaws.com,GenerateServiceLastAccessedDetails,us-east-1,AWS Internal,AWS Internal,,[],dbc839df-1ac0-4e05-a0bd-3eb53b4c281b,afb97ced-2632-4d4a-9d62-fdffce16d1a4,false,AwsApiCall,346446255745,Management
root,ASIAVBKOOK2AZXLFRFOG,2022-06-09T16:27:45Z,iam.amazonaws.com,CreateGroup,us-east-1,AWS Internal,AWS Internal,,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPAVBKOOK2AV6TFMRG3B""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::346446255745:group/CloudTrailAdmins""}]",7ec0cef5-e402-438c-bcec-3c148e02b0ea,fe972881-7057-4d81-b8cb-96398981e776,false,AwsApiCall,346446255745,Management
,,2022-06-09T16:25:42Z,sts.amazonaws.com,AssumeRole,us-east-1,rds.amazonaws.com,rds.amazonaws.com,,"[{""resourceType"":""AWS::IAM::AccessKey"",""resourceName"":""ASIAVBKOOK2A2DZ6XYOU""},{""resourceType"":""AWS::STS::AssumedRole"",""resourceName"":""arn:aws:sts::346446255745:assumed-role/AWSServiceRoleForRDS/CRUM""},{""resourceType"":""AWS::STS::AssumedRole"",""resourceName"":""AROAVBKOOK2AUQK5IAE5N:CRUM""},{""resourceType"":""AWS::STS::AssumedRole"",""resourceName"":""CRUM""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""arn:aws:iam::346446255745:role/aws-service-role/rds.amazonaws.com/AWSServiceRoleForRDS""}]",a4f6a0b5-4bab-4269-aec2-0f2689ccfd63,c906fd05-b47f-4191-a001-cbf0bc0fb4b8,false,AwsApiCall,346446255745,Management
root,ASIAVBKOOK2A35VRPRN2,2022-06-09T16:24:49Z,iam.amazonaws.com,UpdateAccountPasswordPolicy,us-east-1,AWS Internal,AWS Internal,,[],fe4a018b-25f9-4107-b2ea-c6135a520bb3,ec5b8137-c9bd-4cde-8cef-2a4dd4604174,false,AwsApiCall,346446255745,Management
root,ASIAVBKOOK2A25TZX6NO,2022-06-09T16:22:40Z,billingconsole.amazonaws.com,GetTotal,us-east-1,107.185.192.56,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36",,[],,041226f8-8986-4dc5-8a14-d39eb0d46c9c,false,AwsConsoleAction,346446255745,Management
root,ASIAVBKOOK2A25TZX6NO,2022-06-09T16:22:40Z,billingconsole.amazonaws.com,GetTotal,us-east-1,107.185.192.56,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36",,[],,1cb8525d-c419-425f-b256-8a9431b2a819,false,AwsConsoleAction,346446255745,Management
root,ASIAVBKOOK2A25TZX6NO,2022-06-09T16:22:40Z,billingconsole.amazonaws.com,GetTotal,us-east-1,107.185.192.56,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36",,[],,2115d5af-9096-45d3-ac5e-f20c4a781044,false,AwsConsoleAction,346446255745,Management
root,ASIAVBKOOK2A25TZX6NO,2022-06-09T16:22:40Z,billingconsole.amazonaws.com,GetTotal,us-east-1,107.185.192.56,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36",,[],,4825ae86-9dc5-4df8-9788-2e64af75849c,false,AwsConsoleAction,346446255745,Management
root,ASIAVBKOOK2A25TZX6NO,2022-06-09T16:22:40Z,billingconsole.amazonaws.com,GetTotal,us-east-1,107.185.192.56,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36",,[],,4cb9133b-3af8-4934-8186-4e850611bd7a,false,AwsConsoleAction,346446255745,Management
root,ASIAVBKOOK2A25TZX6NO,2022-06-09T16:22:40Z,billingconsole.amazonaws.com,GetTotal,us-east-1,107.185.192.56,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36",,[],,5fcaf937-5230-4e15-835f-937d1504bfa8,false,AwsConsoleAction,346446255745,Management
root,ASIAVBKOOK2A25TZX6NO,2022-06-09T16:22:40Z,billingconsole.amazonaws.com,GetTotal,us-east-1,107.185.192.56,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36",,[],,710eb5aa-9f65-41e1-b24d-79e07d599f1c,false,AwsConsoleAction,346446255745,Management
root,ASIAVBKOOK2A25TZX6NO,2022-06-09T16:22:40Z,billingconsole.amazonaws.com,GetTotal,us-east-1,107.185.192.56,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36",,[],,7f56ee53-566e-4fd3-945b-fb6ffa21e53b,false,AwsConsoleAction,346446255745,Management
root,ASIAVBKOOK2A25TZX6NO,2022-06-09T16:22:40Z,billingconsole.amazonaws.com,GetTotal,us-east-1,107.185.192.56,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36",,[],,a01609c4-d0d2-4118-a494-37239ce0c6b0,false,AwsConsoleAction,346446255745,Management
